CSD_identifier,la_smiles,ca_class,la_atom_count,picked_for_fia_calculation,la_xyz_successfully_generated,part_of_the_final_fia2k_csd_dataset
YONNIZ,[H]c1nc(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])n(-c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),63.0,False,not_attempted,False
YOSVEJ,[H]c1nc(-n2c([H])nc([H])c2[H])sc1P(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],P(III),37.0,False,not_attempted,False
YOVSEI,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c(C([H])([H])[H])c([H])c([H])c2OC(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],P(III),52.0,False,not_attempted,False
YOVSIM,[H]c1c([H])c([H])c(C(=O)Oc2c([H])c([H])c(C([H])([H])[H])c([H])c2P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),50.0,False,not_attempted,False
YOVSOS,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c(C([H])([H])[H])c([H])c([H])c2OC(=O)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c([H])c1[H],P(III),54.0,False,not_attempted,False
YOVXOW,[H]c1c([H])c([H])c(P(N=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),43.0,False,not_attempted,False
YOZGAV,[H]c1c([H])c([H])c(/C(=C(\P(Cl)Cl)C([H])([H])[H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c1[H],P(III),34.0,False,not_attempted,False
YUBPAN,[H]c1sc([H])c(-c2c(-c3c([H])sc([H])c3[H])c(-c3c([H])sc([H])c3[H])p(-c3c([H])c([H])c([H])c([H])c3[H])c2-c2c([H])sc([H])c2[H])c1[H],P(III),48.0,True,True,True
YUFTUQ,[H]c1c([H])c([H])c(C#Cc2c([H])c([H])c3c4c2Oc2c([H])c([H])c(C#Cc5c([H])c([H])c([H])c([H])c5[H])c5c2P4c2c(c([H])c([H])c(C#Cc4c([H])c([H])c([H])c([H])c4[H])c2O3)O5)c([H])c1[H],P(III),67.0,False,not_attempted,False
YUGHAL,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2C([H])(P([H])[H])N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),71.0,False,not_attempted,False
YUGKIX,[H]c1c([H])c([H])c(N2P(OC([H])([H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H],P(III),84.0,False,not_attempted,False
YUGKUJ,[H]c1c([H])c([H])c(N2P(OC([H])([H])[C@@]([H])(N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])SC([H])([H])[H])N3C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C2([H])[H])c([H])c1[H],P(III),63.0,False,not_attempted,False
YUHQUQ,[H]c1c([H])c([H])c2c(c1[H])c([H])c(I)c1op(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]3([H])C([H])(C([H])([H])[H])C([H])([H])[H])oc3c(I)c([H])c4c([H])c([H])c([H])c([H])c4c3c12,P(III),60.0,False,not_attempted,False
YUHXAA,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])P(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],P(III),40.0,True,True,False
YUHXEE,[H]C([H])([H])C(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),40.0,True,True,True
YUHXOO,[H]C([H])([H])P(C([H])([H])[H])C([H])([H])[H],P(III),13.0,True,True,True
YUHXUU,[H]C([H])([H])C([H])([H])P(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],P(III),22.0,True,True,False
YUJMAR,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1p2C([H])([H])[C@@](C([H])([H])[H])(C([H])([H])Cl)C([H])([H])Br,P(III),37.0,False,not_attempted,False
YUJYIM,[H]c1c([H])c([H])c(-c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2OP(Oc2c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2[H])Oc2c(-c3c([H])c([H])c([H])c([H])c3[H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),97.0,False,not_attempted,False
YURJEA,[H]c1c([H])c([H])c(C(c2c([H])c([H])c([H])c([H])c2[H])(c2c([H])c([H])c([H])c([H])c2[H])P(Cl)Cl)c([H])c1[H],P(III),37.0,False,not_attempted,False
YUTZOD,[H]c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(-c2c(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])c2C([H])([H])[H])c1C([H])(C([H])([H])[H])C([H])([H])[H],P(III),87.0,True,True,True
YUVPAH,[H]c1nc(N([H])[H])c(P([H])[H])c([H])c1C([H])([H])[H],P(III),18.0,True,True,False
YUVREP,[H]c1c([H])c(-c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c(P(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c(-c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],P(III),68.0,False,not_attempted,False
YUVRIT,[H]c1c([H])c(-c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c(P(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])c(-c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],P(III),80.0,False,not_attempted,False
ZABCEK,,P(III),,False,not_attempted,False
ZAKGEX,[H]C([H])([H])N(C([H])([H])[H])[C@]1([H])P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OC(C(F)(F)F)(C(F)(F)F)OC1(C(F)(F)F)C(F)(F)F,P(III),45.0,True,True,False
ZAKKEB,[H]c1nc2c(c([H])c1[H])C(=O)N(C([H])([H])[H])P(N(C([H])([H])C([H])([H])Cl)C([H])([H])C([H])([H])Cl)N2C([H])([H])[H],P(III),37.0,False,not_attempted,False
ZATZAV,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(C(=O)N([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],P(III),41.0,False,not_attempted,False
ZEFCES,[H]c1c([H])c([H])c2c(c1[H])C(=O)N(C([H])([H])[H])P(F)N2C([H])([H])[H],P(III),24.0,False,not_attempted,False
ZEFVAH,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])P(N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],P(III),65.0,False,not_attempted,False
ZEPKAJ,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(N2C([H])(P([H])C3([H])N(c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])C([H])([H])C([H])([H])N3c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])N(c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])C([H])([H])C2([H])[H])c1C([H])([H])[H],P(III),102.0,False,not_attempted,False
ZIFHEE,[H]C([H])=C([H])C([H])([H])N(p1oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c2c(o1)c([H])c([H])c1c([H])c([H])c([H])c([H])c12)C([H])(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],P(III),68.0,True,True,False
ZILMIT,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2-c2c(OC([H])([H])[H])c([H])c([H])c([H])c2OC([H])([H])[H])c([H])c1[H],P(III),52.0,False,not_attempted,False
ZINGAG,[H]c1c([H])c([H])c([C@@]([H])(N(P(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],P(III),62.0,False,not_attempted,False
ZIPCIK,[H]c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(-p2oc(=O)c(=O)o2)c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),54.0,False,not_attempted,False
ZIQMUJ,[H]C([H])([H])[C@]12O[C@@]3(C([H])([H])[H])O[C@](C([H])([H])[H])(P(Br)[C@@](C([H])([H])[H])(O1)C3([H])[H])C2([H])[H],P(III),31.0,True,True,False
ZIQNAQ,[H]C([H])([H])[C@]12O[C@@]3(C([H])([H])[H])O[C@](C([H])([H])[H])(P(I)[C@@](C([H])([H])[H])(O1)C3([H])[H])C2([H])[H],P(III),31.0,True,True,False
ZITSOM,[H]/C(=N\N=c1\c2c([H])c([H])c([H])c([H])c2c([H])nn1[H])c1c([H])c([H])c([H])c([H])c1P(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],P(III),53.0,False,not_attempted,False
ZIZSIN,[H]c1c([H])c([H])c2c(c1[H])C1([H])c3c([H])c([H])c([H])c([H])c3C2([H])P1[H],P(III),26.0,True,True,False
ZOFRET,[H][C](N(c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],P(III),66.0,False,not_attempted,False
ZOJTEZ,[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1Op1oc2c([H])c([H])c3c([H])c([H])c([H])c([H])c3c2c2c(o1)c([H])c([H])c1c([H])c([H])c([H])c([H])c12)c1c([H])c([H])c([H])c([H])c1[H],P(III),61.0,True,True,False
ZOPLIC,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4c3N3c5c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c5C4(C([H])([H])[H])C([H])([H])[H])N(c4c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c4C([H])(C([H])([H])[H])C([H])([H])[H])P23)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),113.0,False,not_attempted,False
ZORSAA,[H]C#CP(C#C[H])c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),54.0,False,not_attempted,False
ZOTBUH,[H]c1sc([H])c(C#CP(C#Cc2c([H])sc([H])c2[H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),59.0,False,not_attempted,False
ZOTJAV,[H]c1sc(C#CP(C#Cc2sc([H])c([H])c2[H])c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],P(III),59.0,False,not_attempted,False
ZOVCAO,[H]OC1([H])C([H])(OC([H])([H])[H])OC2([H])C([H])([H])OC([H])(c3c([H])c([H])c([H])c([H])c3[H])OC2([H])C1([H])P(c1c([H])c([H])c([H])c([H])c1[H])c1c([H])c([H])c([H])c([H])c1[H],P(III),59.0,False,not_attempted,False
ZULGOE,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])N2C(=S)SC([H])([H])C2([H])[H])c([H])c1[H],P(III),33.0,False,not_attempted,False
ZUQGUP,[H]c1c([H])c([H])c(C([H])([H])N2P3N(C([H])([H])c4c([H])c([H])c([H])c([H])c4OC([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])C2([H])[H])C([H])([H])C([H])([H])N3C([H])([H])c2c([H])c([H])c([H])c([H])c2OC([H])([H])[H])c(OC([H])([H])[H])c1[H],P(III),77.0,False,not_attempted,False
ZURDOI,[H]c1c(P(c2sc(=S)n(C([H])([H])[H])c2[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])sc(=S)n1C([H])([H])[H],P(III),38.0,True,True,False
ZUSFUO,[H]c1c2c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OP(O[C@]1([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]1([H])C([H])(C([H])([H])[H])C([H])([H])[H])Oc1c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H],P(III),104.0,True,True,False
ZUSHUQ,,P(III),,False,not_attempted,False
ZUSQOV,[H]C([H])([H])C([H])(N(P(Cl)N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],P(III),51.0,True,True,False
BEDLEF,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])C([H])(P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C2c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),73.0,False,not_attempted,False
BEDLIJ,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])(P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C2c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),83.0,True,True,False
BEDYUI,[H]c1nc(-c2nnn(-c3c([H])c([H])c([H])c([H])c3P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])c2[H])c([H])c([H])c1[H],P(III),49.0,False,not_attempted,False
BEDZAP,[H]c1nc(-c2nnn(-c3c([H])c([H])c([H])c([H])c3Br)c2P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H],P(III),49.0,False,not_attempted,False
BEDZET,[H]c1nc(-c2nnn(-c3c([H])c([H])c([H])c([H])c3[H])c2P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1[H],P(III),49.0,False,not_attempted,False
CASKIU,[H]Oc1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),59.0,False,not_attempted,False
CASLIV,[H]Oc1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(P(c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c(O[H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),109.0,False,not_attempted,False
CEBTIQ,[H]c1nc(-c2nc(C([H])([H])P([C@]3([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@]3([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])c([H])c([H])c1[H],P(III),81.0,False,not_attempted,False
FAZSAE,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2[C]N(P(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C2([H])[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),65.0,False,not_attempted,False
FEGRES,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C21c2c([H])c([H])c([H])c3c2P2c4c1c([H])c([H])c([H])c4C1(c4c([H])c([H])c([H])c([H])c4-c4c([H])c([H])c([H])c([H])c41)c1c([H])c([H])c([H])c(c12)C31c2c([H])c([H])c([H])c([H])c2-c2c([H])c([H])c([H])c([H])c21,P(III),91.0,True,True,True
GAYZAL,[H]c1c([H])c([H])c(-c2nnn(-c3c([H])c([H])c([H])c([H])c3P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3-n3nnc(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])c2[H])c([H])c1[H],P(III),66.0,False,not_attempted,False
GAYZEP,[H]c1c([H])c([H])c(-n2nnc(-c3c([H])c([H])c([H])c([H])c3P(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3-c3nnn(-c4c([H])c([H])c([H])c([H])c4[H])c3[H])c2[H])c([H])c1[H],P(III),66.0,False,not_attempted,False
KECFAD,[H]C1=C([H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])P(O[C@]2([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])C([H])(C([H])([H])[H])C([H])([H])[H])N1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],P(III),63.0,True,True,True
NEBPAP,[H]C1=C([H])N(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])P(N(/C([H])=C(/[H])N([H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])N1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],P(III),94.0,True,True,True
NECMUH,[H]c1c([H])c([H])c([C@@]2([H])P(C3(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C2([H])[H])c([H])c1[H],P(III),59.0,False,not_attempted,False
NEDREX,[H]c1c([H])c([H])c(P(C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C2([H])[H])C3([H])[H])C23C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C2([H])[H])C3([H])[H])c(N2C([H])([H])c3c([H])c([H])c4c([H])c([H])c([H])c([H])c4c3-c3c(c([H])c([H])c4c([H])c([H])c([H])c([H])c34)C2([H])[H])c1[H],P(III),100.0,True,True,False
PAVHUT,[H]c1c([H])c([H])c2c(c1[H])c(P(C13C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C1([H])[H])C3([H])[H])C13C([H])([H])C4([H])C([H])([H])C([H])(C([H])([H])C([H])(C4([H])[H])C1([H])[H])C3([H])[H])c(C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])n2C([H])([H])[H],P(III),85.0,False,not_attempted,False
PAXWEU,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c(-c3c(OC([H])([H])C([H])([H])[H])c([H])c([H])c([H])c3OC([H])([H])C([H])([H])[H])n(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c23)c([H])c1[H],P(III),65.0,False,not_attempted,False
RAWMIP,[H]c1c([H])c([H])c(P2C([H])([H])c3c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c4c3C3(c5c(c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c5C(C([H])([H])[H])(C([H])([H])[H])C3([H])[H])C2([H])[H])C([H])([H])C4(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],P(III),77.0,False,not_attempted,False
RAXJEJ,[H]c1c([H])c([H])c(P(C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c(-c2c([H])c([H])c(SC([H])([H])[H])c([H])c2-c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c1[H],P(III),74.0,False,not_attempted,False
REBFUD,[H]c1c([H])c([H])c(P(C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])C([H])([H])c2nc3c([H])c([H])c([H])c([H])c3c([H])c2[H])c([H])c1[H],P(III),50.0,False,not_attempted,False
SEDQUR,[H]c1c([H])c([H])c(P(C2=C(Cl)C(F)(F)C(F)(F)C2(F)F)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],P(III),35.0,False,not_attempted,False
SEDRAY,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(P(C2=C(Cl)C(F)(F)C(F)(F)C2(F)F)c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1C([H])([H])[H],P(III),53.0,False,not_attempted,False
TAXZUR,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c3c([H])c([H])c4c([H])c([H])c([H])c5c([H])c(-c6c([H])c([H])c(OC([H])([H])[H])c([H])c6[H])c2c3c45)c([H])c1[H],P(III),62.0,False,not_attempted,False
TAYBAA,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c3c([H])c([H])c4c([H])c([H])c([H])c5c([H])c(-c6c([H])c([H])c7c([H])c([H])c8c([H])c([H])c([H])c9c([H])c([H])c6c7c89)c2c3c45)c([H])c1[H],P(III),72.0,True,True,False
TAYTIA,[H]c1nc(-n2c3c([H])c([H])c([H])c([H])c3c3c([H])c([H])c(P(c4c([H])c([H])c([H])c([H])c4[H])c4c([H])c([H])c([H])c([H])c4[H])c([H])c32)c([H])c([H])c1[H],P(III),53.0,True,True,False
TAYTOG,[H]c1nc(-c2nc(-n3c4c([H])c([H])c([H])c([H])c4c4c([H])c([H])c(P(c5c([H])c([H])c([H])c([H])c5[H])c5c([H])c([H])c([H])c([H])c5[H])c([H])c43)c([H])c([H])c2[H])c([H])c([H])c1[H],P(III),62.0,True,True,False
TEHZEP,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[C@]([H])(N([H])S(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c2c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c2[H])c([H])c1[H],P(III),90.0,False,not_attempted,False
XAXVIF,[H]C1=C([H])c2c([H])c([H])c([H])c([H])c2N(p2oc3c([H])c([H])c([H])c4c5c([H])c([H])c([H])c([H])c5c5c([H])c([H])c([H])c([H])c5c5c([H])c([H])c([H])c(o2)c5c34)c2c([H])c([H])c([H])c([H])c21,P(III),66.0,True,True,False
XEHDIB,[H]c1c([H])c(-c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c(P2OC([H])([H])C([H])([H])O2)c(-c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],P(III),76.0,False,not_attempted,False
ZAVVUR,[H]c1c([H])c([H])c2c(c1[H])c1c([H])c([H])c([H])c([H])c1n2P(N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])n1c2c([H])c([H])c([H])c([H])c2c2c([H])c([H])c([H])c([H])c21,P(III),58.0,False,not_attempted,False
BAHXAN,[H]c1c2c(c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])OP1Oc3c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N3C([H])([H])C([H])([H])N4c5c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c5O[C@]5(Oc6c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N5C([H])([H])C([H])([H])N21)[C@@]34[H],P(III),160.0,False,not_attempted,False
BAPSUK,[H]c1c([H])c([H])c([C@@]2([H])P(c3c(OC([H])([H])[H])c([H])c([H])c([H])c3-c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C3(OC([H])([H])C([H])([H])O3)C2([H])[H])c([H])c1[H],P(III),94.0,False,not_attempted,False
BARVUP,[H]c1c([H])c([H])c(P(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c3c([H])c4c([H])c([H])c([H])c([H])c4c([H])c23)c([H])c1[H],P(III),46.0,False,not_attempted,False
