CSD_identifier,la_smiles,ca_class,la_atom_count,picked_for_fia_calculation,la_xyz_successfully_generated,part_of_the_final_fia2k_csd_dataset
FUWGAI,[H]c1c([H])c([H])c(C(=O)[C@]([H])(c2c([H])c([H])c(F)c([H])c2[H])C([H])([H])B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c1[H],B(III),50.0,False,not_attempted,False
FUWGEM,[H]/C(OC(=O)c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])=C(\c1c([H])c([H])c([H])c([H])c1[H])[C@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])[H],B(III),58.0,False,not_attempted,False
FUWHIP,[H]OB(O[H])c1c([H])c([H])c([H])c(N([H])C(=O)N([H])c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])c1[H],B(III),34.0,False,not_attempted,False
FUWHOV,[H]OB1c2c([H])c([H])c([H])c([H])c2N([H])C(=S)N1c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],B(III),31.0,False,not_attempted,False
FUXFAI,[H]OB(O[H])c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1/N=N/c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],B(III),39.0,False,not_attempted,False
FUXFEM,[H]OB(O[H])c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1/N=N/c1nc([H])c([H])s1,B(III),32.0,False,not_attempted,False
FUXFIQ,[H]OB(OC([H])([H])[H])c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1/N=N/c1c([H])c([H])c([N+](=O)[O-])c([H])c1[N+](=O)[O-],B(III),43.0,False,not_attempted,False
FUXFOW,[H]OB(O[H])c1c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],B(III),45.0,False,not_attempted,False
FUXGAJ,[H]OB(O[H])c1c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c([H])c1/N=N/c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],B(III),44.0,False,not_attempted,False
FUXGIR,[H]OB(O[H])c1c([H])c(O[H])c([H])c([H])c1/N=N/c1c([H])c([H])c([N+](=O)[O-])c([H])c1[H],B(III),31.0,False,not_attempted,False
FUXLIV,[H]c1c([H])c(F)c(B(c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(I)c23)c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(I)c23)c(F)c1[H],B(III),46.0,True,True,True
FUXLOB,[H]c1c([H])c(Br)c(B(c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(Br)c23)c2c([H])c([H])c([H])c3c([H])c([H])c([H])c(Br)c23)c(Br)c1[H],B(III),46.0,True,True,True
FUXLUH,[H]c1c([H])c2c3c(c1[H])-c1c([H])c([H])c([H])c4c([H])c([H])c([H])c(c14)B3c1c([H])c([H])c([H])c3c([H])c([H])c([H])c-2c13,B(III),42.0,True,True,True
FUXQEW,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2B(Br)N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C(Br)=C2Br)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),66.0,False,not_attempted,False
FUXQIA,[H]C1=C(Br)N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])B(Br)N1c1c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])(C([H])([H])[H])C([H])([H])[H],B(III),66.0,False,not_attempted,False
FUYFAJ,[H]/C(C(=O)N([H])C([H])([H])c1c([H])c([H])c(Br)c([H])c1[H])=C(\B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])[H],B(III),46.0,False,not_attempted,False
FUYFIR,[H]/C(C(=O)OC([H])([H])c1c([H])c([H])c(Br)c([H])c1[H])=C(\B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])[H],B(III),45.0,False,not_attempted,False
FUYFOX,[H]/C(C(=O)OC([H])([H])c1c([H])c([H])c(Br)c([H])c1[H])=C(/B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])[H],B(III),45.0,False,not_attempted,False
FUYFUD,[H]C([H])([H])/C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)=C(\C(=O)N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H],B(III),47.0,True,True,True
FUYMUJ,[H]c1c([H])c(S(=O)(=O)N2C([H])([H])[C@]3([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]3([C@]([H])(B(c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)C2([H])[H])c([H])c([H])c1C([H])([H])[H],B(III),72.0,False,not_attempted,False
FUYNAQ,[H]/C(=C1/C([H])([H])N(S(=O)(=O)c2c([H])c([H])c([N+](=O)[O-])c([H])c2[H])C([H])([H])[C@]1(c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,B(III),75.0,False,not_attempted,False
FUYQEY,[H]C1=C([H])C(C#CC([H])([H])[H])=C(C([H])([H])[H])N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])B1c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],B(III),51.0,False,not_attempted,False
FUYWEB,[H]c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])N([H])[H])c1C([H])([H])[H],B(III),44.0,False,not_attempted,False
FUZLAO,[H]OB1c2c([H])c([H])c([H])c([H])c2C([H])=C2C(=O)N([H])C(=O)N12,B(III),23.0,False,not_attempted,False
FUZLES,[H]OB(O[H])c1c([H])c([H])c([H])c(/C([H])=C2/C(=O)N([H])C(=O)N2[H])c1[H],B(III),26.0,True,True,True
FUZXAB,[H]B1Oc2c(c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])N1C12C([H])([H])C3([H])C([H])([H])C([H])(C([H])([H])C([H])(C3([H])[H])C1([H])[H])C2([H])[H],B(III),66.0,True,True,True
GABBAQ,[H]c1c2c(c(C(F)(F)F)c([H])c1C(F)(F)F)B(c1c(C(F)(F)F)c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1C(F)(F)F)c1c-2c([H])c(C(F)(F)F)c([H])c1C(F)(F)F,B(III),58.0,False,not_attempted,False
GABBUK,[H]OB(c1c(-c2c([H])c(C(F)(F)F)c([H])c(C(F)(F)F)c2[H])c([H])c(C(F)(F)F)c([H])c1C(F)(F)F)c1c(C(F)(F)F)c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1C(F)(F)F,B(III),61.0,False,not_attempted,False
GABCIZ,[H]c1c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c(Br)c(C(F)(F)F)c([H])c1C(F)(F)F,B(III),38.0,False,not_attempted,False
GACJON,[H]c1c([H])c2c3c(c1[H])-n1c4c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c41)B3c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c4n-2c13,B(III),98.0,False,not_attempted,False
GACJUT,[H]c1c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c3n(-c3c4c5c(c(-n6c7c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c7c7c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c76)c3-n3c6c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6c6c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c63)-n3c6c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c6c6c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c63)B5c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c5c6c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c6n-4c35)c2c1[H],B(III),230.0,False,not_attempted,False
GACKAA,[H]c1c(-n2c3c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3c3c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c32)c2c3c(c1-n1c4c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c41)-n1c4c([H])c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c4c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c(c41)B3c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c3c4c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c4n-2c13,B(III),186.0,False,not_attempted,False
GAGGOK,[H]c1c([H])c([H])c(B2c3c([H])c([H])c([H])c([H])c3C([H])([H])c3c([H])c([H])c([H])c([H])c32)c([H])c1[H],B(III),35.0,False,not_attempted,False
GAGMUA,[H]c1c(F)c(F)c([H])c(B2N([H])c3c([H])c([H])c([H])c4c([H])c([H])c([H])c(c34)N2[H])c1F,B(III),32.0,False,not_attempted,False
GAGSEQ,[H]c1c([H])c(C([H])([H])[C@]([H])(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)N2C(=O)OC([H])([H])C2([H])[H])c([H])c([H])c1C(F)(F)F,B(III),50.0,False,not_attempted,False
GAGYEU,[H]c1c([H])c([H])c(Sc2c([H])c([H])c([H])c3c([H])c([H])c([H])c(B(c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c4c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c4C([H])([H])[H])c23)c([H])c1[H],B(III),69.0,False,not_attempted,False
GAHLAG,[H]OB1c2c([H])c(C(F)(F)F)c([H])c([H])c2Oc2c([H])c([H])c(C(F)(F)F)c([H])c21,B(III),30.0,False,not_attempted,False
GAJNUA,[H]C([H])([H])C1(C([H])([H])[H])[C@@]2([H])C([H])([H])[C@]1([H])[C@@]([H])(C([H])([H])[H])[C@]([H])(B(Cl)[C@]1([H])C([H])([H])[C@]3([H])C([H])([H])[C@@]([H])(C3(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])C([H])([H])[H])C2([H])[H],B(III),56.0,True,True,True
GAKPIV,[H]c1c([H])c(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C#CC(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)C([H])([H])C(F)(F)F,B(III),64.0,False,not_attempted,False
GAPKAL,[H]c1c(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c(C(=O)OC([H])([H])[H])c([H])c1C(=O)OC([H])([H])[H],B(III),44.0,False,not_attempted,False
GAPVUR,[H]c1c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])sc(-c2c([H])c3c([H])c([H])c([H])c([H])c3n2C([H])([H])[H])c1[H],B(III),66.0,False,not_attempted,False
GAQZOO,[H]c1c([H])c([H])c(-c2c(N3C(=O)OC([H])([H])C3([H])[H])nnc(-n3nc(C([H])([H])[H])c([H])c3C([H])([H])[H])c2B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c([H])c1[H],B(III),62.0,False,not_attempted,False
GARCAG,[H]c1c([H])c(C2=NO[C@@]3([H])C([H])([H])OB(c4c([H])c([H])c(C(=O)C([H])([H])[H])c([H])c4[H])OC([H])([H])[C@@]23[H])c([H])c([H])c1Cl,B(III),43.0,False,not_attempted,False
GATHIV,[H]c1c([H])c([H])c(C2=C(c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C(c3c([H])c([H])c([H])c([H])c3[H])B(c3c([H])c([H])c(-c4c([H])c([H])c([H])c([H])c4[H])c([H])c3[H])S2)c([H])c1[H],B(III),71.0,True,True,True
GATHOB,[H]c1c([H])c([H])c(B2SC(c3c([H])c([H])c([H])c([H])c3[H])=C(c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C2c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),61.0,True,True,True
GAVHAO,[H]c1nc(-c2c([H])c([H])c(-c3c([H])c([H])c([H])c4c([H])c([H])c([H])c(-c5c([H])c([H])c(B(c6c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c6C([H])([H])[H])c6c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c6C([H])([H])[H])c([H])c5[H])c34)c([H])c2[H])c([H])c([H])c1[H],B(III),87.0,False,not_attempted,False
GAVKEW,[H]OB(O[H])c1sc([H])c([H])c1C([H])=O,B(III),15.0,True,True,True
GAZKOK,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1/C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)=C1\C([H])([H])OC([H])([H])[C@]1([H])C([H])([H])[H],B(III),50.0,False,not_attempted,False
GAZLEB,[H]c1c([H])c(/C(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)=C2\C([H])([H])OC([H])([H])[C@]2([H])C([H])([H])[H])c([H])c([H])c1C(=O)OC([H])([H])[H],B(III),53.0,False,not_attempted,False
GAZXEN,[H]C1=C([H])[C@@]([H])([C@@]2([H])c3c([H])c([H])c([H])c([H])c3N(C([H])([H])[H])[C@]2(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])C1([H])[H],B(III),65.0,False,not_attempted,False
GEBBEX,[H]B1C([H])=C([H])C([H])=C2C([H])=C([H])C(F)=C([H])N12,B(III),18.0,True,True,True
GECPUB,[H]c1c([H])c([H])c(B2O[C@@]34C5=C6C7=C3[C@]3(OOC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c8c9c%10c%11c(c%12c%13c%14c(c%15c%16c%17c(c%18c%19c%20c(c3c3c8c8c%10c%10c%21c%11c%13c%11c%13c%14c%16c%14c%16c%17c%19c%17c%19c%20c3c3c8c%10c8c(c%11%21)c(c%13%14)c(c%16%17)c8c3%19)[C@]%184O2)[C@@]5%15OOC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]6%12OOC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]79OOC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),134.0,False,not_attempted,False
GEJCAC,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]2(B2OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O2)c2c([H])c([H])c(C([H])([H])[H])c([H])c2[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),84.0,False,not_attempted,False
GEJCOQ,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]2(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)c2c([H])c([H])c(OC([H])([H])[H])c([H])c2[H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),88.0,False,not_attempted,False
GEJDAD,[H]c1c([H])c([H])c2c(c1[H])OB1N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1(c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H])O2,B(III),79.0,False,not_attempted,False
GEJDIL,[H]c1c([H])c([H])c([C@@]2(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)N(c3c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c3C([H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),84.0,False,not_attempted,False
GEJFEH,[H]c1c([H])c([H])c(C(=O)N(c2c([H])c([H])c([H])c(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)c2[H])[C@]([H])(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),76.0,False,not_attempted,False
GEKKAJ,[H]c1c([H])c([H])c(C([H])([H])OC(=O)N([H])[C@]2([H])C([H])([H])[C@@]2([H])B2O[C@@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])[C@]([H])(C(OC([H])([H])[H])(c3c([H])c([H])c([H])c([H])c3[H])c3c([H])c([H])c([H])c([H])c3[H])O2)c([H])c1[H],B(III),89.0,False,not_attempted,False
GELXIE,[H]c1c([H])c([H])c(S(=O)(=O)N(B2Oc3c([H])c([H])c([H])c([H])c3O2)S(=O)(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),42.0,False,not_attempted,False
GEMBOP,[H]c1c([H])c([H])c2c(c1[H])OB(N(S(=O)(=O)C([H])([H])[H])S(=O)(=O)C([H])([H])[H])O2,B(III),28.0,False,not_attempted,False
GEQBOU,[H]c1c([H])c([H])c(S(=O)(=O)C([H])([H])[C@@]([H])(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)C([H])([H])[H])c([H])c1[H],B(III),44.0,False,not_attempted,False
GEQDIR,[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1N(C([H])([H])[H])C([H])([H])[H])c1c([H])c([H])c([H])c([H])c1B(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],B(III),74.0,False,not_attempted,False
GEQDOX,[H]c1c([H])c([H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c(C#Cc2c([H])c([H])c([H])c([H])c2N(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),72.0,False,not_attempted,False
GERZEL,[H]c1c([H])c(C([H])(C([H])([H])[H])C([H])([H])[H])c(N2C(=O)c3c([H])c([H])c4c5c(c(B6OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O6)c([H])c(c35)C2=O)C(=O)N(c2c(C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2C([H])(C([H])([H])[H])C([H])([H])[H])C4=O)c(C([H])(C([H])([H])[H])C([H])([H])[H])c1[H],B(III),102.0,False,not_attempted,False
GESLAT,[H]OB(O[H])c1c([H])c([H])c(O[H])c([H])c1[H],B(III),17.0,False,not_attempted,False
GEYDOF,[H]c1c([H])c([H])c(C([H])([H])N([H])C(=O)C([H])([H])/C(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)=C(/C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),61.0,False,not_attempted,False
GIFMEN,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C21B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])C(C([H])([H])C([H])([H])[H])=C1C([H])([H])C([H])([H])[H],B(III),58.0,False,not_attempted,False
GIHBAC,[H]c1c([H])c([H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c(C#Cc2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c1[H],B(III),72.0,False,not_attempted,False
GIHBEG,[H]c1c([H])c([H])c(-c2c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c1[H],B(III),70.0,False,not_attempted,False
GIHBIK,[H]/C(=C(/[H])c1c([H])c([H])c([H])c([H])c1B(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],B(III),74.0,False,not_attempted,False
GILQIC,[H]c1c([H])c([H])c(N(B2C3([H])C([H])([H])C([H])([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C3([H])[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),46.0,False,not_attempted,False
GIMBEL,[H]c1c([H])c(F)c(B(c2c(F)c([H])c([H])c([H])c2F)c2c(F)c([H])c([H])c([H])c2F)c(F)c1[H],B(III),34.0,False,not_attempted,False
GINVIL,[H]/C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)=C(/Br)c1c([H])c(OC([H])([H])[H])c([H])c([H])c1Br,B(III),40.0,False,not_attempted,False
GINVOR,[H]/C(B1OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O1)=C(/Br)c1c([H])c([H])c(Br)c(OC([H])([H])[H])c1[H],B(III),40.0,False,not_attempted,False
GIPDOB,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])N([H])C(=S)N([H])c1c([H])c([H])c([H])c([H])c1[H],B(III),56.0,False,not_attempted,False
GITLAX,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],B(III),29.0,False,not_attempted,False
GIWQAE,[H]/C(B1OC([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])C([H])(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])O1)=C(/[H])c1c([H])c([H])c([H])c([H])c1[H],B(III),78.0,False,not_attempted,False
GIWQEI,[H]c1c([H])c([H])c(C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])C2([H])OB(OC([H])([H])[H])OC2([H])C(OC([H])([H])[H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),68.0,False,not_attempted,False
GIYFUQ,[H]c1c([H])c([H])c(B2C(c3c([H])c([H])c([H])c([H])c3[H])=C(c3c([H])c([H])c([H])c([H])c3[H])C(c3c([H])c([H])c([H])c([H])c3[H])=C2c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],B(III),60.0,False,not_attempted,False
GIZZIB,[H]c1c([H])c([H])c2c(c1[H])C(=O)N1c3c([H])c([H])c([H])c([H])c3[C@]([H])(B3OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O3)[C@]21C([H])([H])[H],B(III),51.0,False,not_attempted,False
GOCGIR,[H]/C(=C(/[H])c1c([H])c([H])c(N(B(c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c2C([H])([H])[H])c2c([H])c([H])c(/C([H])=C(\[H])c3c([H])c([H])nc([H])c3[H])c([H])c2[H])c([H])c1[H])c1c([H])c([H])nc([H])c1[H],B(III),90.0,True,True,True
GODGUC,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N1C([H])([H])C([H])([H])SC([H])([H])C1([H])[H],B(III),32.0,False,not_attempted,False
GODHAJ,[H]OB(O[H])c1c([H])c([H])c([H])c([H])c1C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],B(III),32.0,False,not_attempted,False
GODMEU,[H]c1c([H])c([H])c([C@@]([H])(B2OC(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O2)C([H])([H])c2c([H])c([H])c(C(=O)N(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],B(III),58.0,False,not_attempted,False
GOJFET,[H]c1c([H])c(-c2c(-c3c(F)c(F)c(F)c(F)c3F)c3c([H])c([H])c4c([H])c([H])c([H])c5c6c([H])c([H])c([H])c([H])c6c2n3c45)c([H])c([H])c1B(c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H])c1c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c1C([H])([H])[H],B(III),90.0,False,not_attempted,False
GOJFIX,[H]c1nc(-c2c(-c3c([H])c([H])c([H])c([H])c3B(c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])c3c(C([H])([H])[H])c([H])c(C([H])([H])[H])c([H])c3C([H])([H])[H])c3c([H])c([H])c4c([H])c([H])c([H])c5c6c([H])c([H])c([H])c([H])c6c2n3c45)c([H])c([H])c1C(F)(F)F,B(III),92.0,True,True,False
